Gene	Gene_id	Disease	Disease_id	Type	Disease_Class	Semantic_Type	N_genes_d	N_SNPs_d	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
ACE	1636	Chronic Periodontitis	C0266929	disease	Stomatognathic Diseases	Disease or Syndrome	147	33	0.02	no reported evidence	1	2	0	2001	2009
ACE	1636	Renal vascular disorder	C0268790	group		Disease or Syndrome	8	1	0.02	no reported evidence	1	2	0	2000	2004
ACE	1636	Senile Plaques	C0333463	phenotype	Pathological Conditions, Signs and Symptoms	Acquired Abnormality	300	27	0.02	no reported evidence	1	2	0	2002	2015
ACE	1636	Ventricular hypertrophy	C0340279	disease		Disease or Syndrome	32	5	0.02	no reported evidence	1	2	0	1996	2000
ACE	1636	Ischemic cardiomyopathy	C0349782	disease		Disease or Syndrome	115	65	0.02	no reported evidence	1	2	0	1993	2005
ACE	1636	Thrombophilia	C0398623	disease	Hemic and Lymphatic Diseases	Disease or Syndrome	83	6	0.02	no reported evidence	1	2	0	1998	2000
ACE	1636	Lupus Erythematosus	C0409974	disease		Disease or Syndrome	303	17	0.02	no reported evidence	1	2	0	2001	2001
ACE	1636	Neurodegenerative Disorders	C0524851	group	Nervous System Diseases	Disease or Syndrome	744	41	0.02	no reported evidence	0.5	2	0	2004	2011
ACE	1636	Fluid overload	C0546817	phenotype		Pathologic Function	26	0	0.02	no reported evidence	1	2	0	2001	2017
ACE	1636	Carcinogenesis	C0596263	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	4064	159	0.02	no reported evidence	0.5	2	0	1997	2008
ACE	1636	Hyperlipoproteinemia Type IIa	C0745103	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	152	182	0.02	no reported evidence	1	2	0	1997	1998
ACE	1636	Lewy Body Disease	C0752347	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	132	19	0.02	no reported evidence	1	2	0	2007	2015
ACE	1636	Arteriopathic disease	C0852949	group		Disease or Syndrome	66	3	0.02	no reported evidence	1	2	0	1995	2007
ACE	1636	Transient Cerebral Ischemia	C0917805	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	42	1	0.02	no reported evidence	1	2	0	2004	2004
ACE	1636	Cardiomyopathy, Hypertrophic, Familial	C0949658	disease	Cardiovascular Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	Disease or Syndrome	72	436	0.02	no reported evidence	0.5	2	1	1997	1997
ACE	1636	Respiratory Failure	C1145670	disease	Respiratory Tract Diseases	Disease or Syndrome	184	9	0.02	no reported evidence	0.5	2	0	2002	2009
ACE	1636	Colorectal Cancer	C1527249	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3298	955	0.02	no reported evidence	1	2	0	2007	2018
ACE	1636	Infantile nystagmus syndrome	C1533172	disease		Disease or Syndrome	20	2	0.02	no reported evidence	1	2	0	2006	2011
ACE	1636	Cirrhosis	C1623038	disease	Pathological Conditions, Signs and Symptoms	Disease or Syndrome	432	48	0.02	no reported evidence	1	2	1	2003	2005
ACE	1636	Nephrotic Syndrome, Minimal Change	C1704321	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	40	3	0.02	no reported evidence	1	2	0	2006	2011
ACE	1636	Severe Sepsis	C1719672	disease	Bacterial Infections and Mycoses; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	102	16	0.02	no reported evidence	0.5	2	0	2008	2013
ACE	1636	VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding)	C1847835	disease		Disease or Syndrome	165	42	0.02	no reported evidence	1	2	0	2014	2016
ACE	1636	ABLEPHARON-MACROSTOMIA SYNDROME	C1860224	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Eye Diseases; Stomatognathic Diseases	Disease or Syndrome	18	10	0.02	no reported evidence	0.5	2	0	2003	2010
ACE	1636	Venous Thromboembolism	C1861172	phenotype	Cardiovascular Diseases	Disease or Syndrome	83	186	0.02	no reported evidence		2	0	2004	2008
ACE	1636	Cakut	C1968949	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	70	3	0.02	no reported evidence	1	2	0	2005	2018
ACE	1636	Acquired angioedema	C2931758	disease	Cardiovascular Diseases; Immune System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	3	0	0.02	no reported evidence	1	2	0	2008	2017
ACE	1636	Idiopathic Nephrotic Syndrome	C3496337	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	19	23	0.02	no reported evidence	1	2	0	2006	2011
ACE	1636	Insulin resistance syndrome	C3714619	disease		Disease or Syndrome	42	8	0.02	no reported evidence	1	2	0	1996	2001
PTK2B	2185	Renal Cell Carcinoma	C0007134	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms	Neoplastic Process	1347	175	0.02	no reported evidence	0.5	2	0	2001	2013
PTK2B	2185	Colorectal Carcinoma	C0009402	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2931	539	0.02	no reported evidence	1	2	0	2013	2014
PTK2B	2185	Acute Promyelocytic Leukemia	C0023487	disease	Neoplasms	Neoplastic Process	474	7	0.02	no reported evidence	1	2	0	2013	2014
PTK2B	2185	Adult T-Cell Lymphoma/Leukemia	C0023493	disease	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	499	5	0.02	no reported evidence	1	2	0	2001	2006
PTK2B	2185	Liver neoplasms	C0023903	group	Digestive System Diseases; Neoplasms	Neoplastic Process	1320	7	0.02	no reported evidence	1	2	0	2002	2007
PTK2B	2185	Lung Neoplasms	C0024121	group	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1176	23	0.02	no reported evidence	1	2	0	2000	2008
PTK2B	2185	Medulloblastoma	C0025149	disease	Neoplasms	Neoplastic Process	589	66	0.02	no reported evidence	1	2	0	2002	2012
PTK2B	2185	Neuroblastoma	C0027819	group	Neoplasms	Neoplastic Process	1698	288	0.02	no reported evidence	1	2	0	2008	2009
PTK2B	2185	Osteoporosis	C0029456	disease	Musculoskeletal Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	440	82	0.02	no reported evidence		2	0	2007	2007
PTK2B	2185	B-Cell Lymphomas	C0079731	group	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	729	32	0.02	no reported evidence	1	2	0	2011	2016
PTK2B	2185	Acute leukemia	C0085669	disease		Neoplastic Process	491	26	0.02	no reported evidence	1	2	0	2006	2014
PTK2B	2185	Hematologic Neoplasms	C0376545	group	Hemic and Lymphatic Diseases; Neoplasms	Neoplastic Process	556	37	0.02	no reported evidence	1	2	0	2006	2014
PTK2B	2185	Leukemogenesis	C0598766	disease		Neoplastic Process	729	12	0.02	no reported evidence	1	2	0	2006	2014
PTK2B	2185	Carcinoma of bladder	C0699885	disease		Neoplastic Process	1161	165	0.02	no reported evidence	1	2	0	2005	2013
PTK2B	2185	Central neuroblastoma	C0700095	disease		Neoplastic Process	1655	87	0.02	no reported evidence	1	2	0	2008	2009
PTK2B	2185	Mammary Neoplasms	C1458155	group	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	2386	303	0.02	no reported evidence	1	2	0	2003	2008
PTK2B	2185	Colorectal Cancer	C1527249	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3298	955	0.02	no reported evidence	1	2	0	2013	2014
HMOX1	3162	Acute pancreatitis	C0001339	disease		Disease or Syndrome	103	20	0.02	no reported evidence	1	2	1	2011	2015
HMOX1	3162	Amyloidosis	C0002726	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	832	120	0.02	no reported evidence	1	2	0	2015	2016
HMOX1	3162	Amyotrophic Lateral Sclerosis	C0002736	disease	Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	659	259	0.02	no reported evidence	1	2	0	2005	2013
HMOX1	3162	Anemia	C0002871	disease	Hemic and Lymphatic Diseases	Disease or Syndrome	489	44	0.02	no reported evidence	1	2	0	1999	2003
HMOX1	3162	Anoxia	C0003130	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	287	0	0.02	no reported evidence		2	0	2005	2008
HMOX1	3162	Arteriovenous fistula	C0003855	phenotype	Cardiovascular Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Pathological Conditions, Signs and Symptoms	Anatomical Abnormality	29	1	0.02	no reported evidence	1	2	0	2008	2013
HMOX1	3162	Atrial Fibrillation	C0004238	disease	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	287	216	0.02	no reported evidence	1	2	0	2013	2015
HMOX1	3162	Bacterial Infections	C0004623	group	Bacterial Infections and Mycoses	Disease or Syndrome	275	11	0.02	no reported evidence	1	2	0	2011	2013
HMOX1	3162	Brain Diseases	C0006111	group	Nervous System Diseases	Disease or Syndrome	249	14	0.02	no reported evidence	1	2	0	2015	2016
HMOX1	3162	Malignant Neoplasms	C0006826	group	Neoplasms	Neoplastic Process	1437	87	0.02	no reported evidence	1	2	0	2017	2018
HMOX1	3162	Cerebral Infarction	C0007785	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	282	32	0.02	no reported evidence	1	2	0	2001	2009
HMOX1	3162	Ulcerative Colitis	C0009324	disease	Digestive System Diseases	Disease or Syndrome	914	696	0.02	no reported evidence	1	2	0	2004	2009
HMOX1	3162	Cystic Fibrosis	C0010674	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Digestive System Diseases; Respiratory Tract Diseases	Disease or Syndrome	593	489	0.02	no reported evidence	1	2	0	2004	2013
HMOX1	3162	Dermatitis	C0011603	disease	Skin and Connective Tissue Diseases	Disease or Syndrome	189	4	0.02	no reported evidence	1	2	0	2007	2016
HMOX1	3162	Dermatitis, Atopic	C0011615	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Immune System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	483	173	0.02	no reported evidence	1	2	0	2007	2008
HMOX1	3162	Down Syndrome	C0013080	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	Disease or Syndrome	474	15	0.02	no reported evidence	1	2	0	2015	2017
HMOX1	3162	Gastritis	C0017152	disease	Digestive System Diseases	Disease or Syndrome	180	4	0.02	no reported evidence	1	2	0	2004	2014
HMOX1	3162	IGA Glomerulonephritis	C0017661	disease	Female Urogenital Diseases and Pregnancy Complications; Immune System Diseases; Male Urogenital Diseases	Disease or Syndrome	236	48	0.02	no reported evidence	1	2	0	2008	2009
HMOX1	3162	Hepatitis B	C0019163	disease	Digestive System Diseases; Virus Diseases	Disease or Syndrome	838	192	0.02	no reported evidence	0.5	2	0	2007	2013
HMOX1	3162	HIV Infections	C0019693	group	Immune System Diseases; Virus Diseases	Disease or Syndrome	805	54	0.02	no reported evidence	0.5	2	0	2006	2015
HMOX1	3162	Hyperbilirubinemia	C0020433	disease	Pathological Conditions, Signs and Symptoms	Disease or Syndrome	55	9	0.02	no reported evidence	1	2	1	2004	2007
HMOX1	3162	Hypercholesterolemia	C0020443	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	239	63	0.02	no reported evidence	1	2	0	2002	2009
HMOX1	3162	Inflammatory Bowel Diseases	C0021390	group	Digestive System Diseases	Disease or Syndrome	910	451	0.02	no reported evidence	1	2	1	2004	2018
HMOX1	3162	Kidney Diseases	C0022658	group	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	638	93	0.02	no reported evidence	1	2	0	2015	2016
HMOX1	3162	Liver Cirrhosis	C0023890	disease	Digestive System Diseases	Disease or Syndrome	682	71	0.02	no reported evidence	1	2	0	2003	2011
HMOX1	3162	Malaria, Cerebral	C0024534	disease	Nervous System Diseases; Parasitic Diseases	Disease or Syndrome	85	24	0.02	no reported evidence	1	2	0	2005	2011
HMOX1	3162	Malaria, Falciparum	C0024535	disease	Parasitic Diseases	Disease or Syndrome	88	6	0.02	no reported evidence	1	2	0	2011	2013
HMOX1	3162	Ovarian Carcinoma	C0029925	disease		Neoplastic Process	2202	316	0.02	no reported evidence	1	2	0	2009	2014
HMOX1	3162	Pancreatic Neoplasm	C0030297	disease	Digestive System Diseases; Endocrine System Diseases; Neoplasms	Neoplastic Process	664	13	0.02	no reported evidence	1	2	0	2005	2009
HMOX1	3162	Kaposi Sarcoma	C0036220	disease	Neoplasms; Virus Diseases	Neoplastic Process	322	6	0.02	no reported evidence	1	2	0	2004	2016
HMOX1	3162	Cerebrovascular accident	C0038454	group	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	767	331	0.02	no reported evidence	1	2	0	2008	2010
HMOX1	3162	Subarachnoid Hemorrhage	C0038525	disease	Cardiovascular Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	92	8	0.02	no reported evidence	1	2	0	2001	2009
HMOX1	3162	Virus Diseases	C0042769	group	Virus Diseases	Disease or Syndrome	874	27	0.02	no reported evidence	1	2	0	2007	2012
HMOX1	3162	Acute leukemia	C0085669	disease		Neoplastic Process	491	26	0.02	no reported evidence	1	2	0	2013	2017
HMOX1	3162	Cholangiocarcinoma	C0206698	disease	Neoplasms	Neoplastic Process	454	13	0.02	no reported evidence	1	2	0	2011	2012
HMOX1	3162	Systemic Inflammatory Response Syndrome	C0242966	disease	Pathological Conditions, Signs and Symptoms	Disease or Syndrome	64	12	0.02	no reported evidence	1	2	0	2005	2007
HMOX1	3162	Multiple tumors	C0260037	phenotype		Neoplastic Process	86	11	0.02	no reported evidence	1	2	0	2011	2012
HMOX1	3162	Familial lichen amyloidosis	C0268398	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	152	16	0.02	no reported evidence	1	2	0	2009	2011
HMOX1	3162	Iron Overload	C0282193	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	87	30	0.02	no reported evidence	1	2	0	2009	2017
HMOX1	3162	Impaired cognition	C0338656	disease	Mental Disorders	Mental or Behavioral Dysfunction	670	121	0.02	no reported evidence	1	2	0	2015	2016
HMOX1	3162	Non-alcoholic Fatty Liver Disease	C0400966	disease	Digestive System Diseases	Disease or Syndrome	333	84	0.02	no reported evidence	1	2	0	2005	2016
HMOX1	3162	Hyperactive behavior	C0424295	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	708	59	0.02	no reported evidence	1	2	0	2015	2015
HMOX1	3162	Tumor Initiation	C0598935	phenotype		Neoplastic Process	233	2	0.02	no reported evidence	1	2	0	2014	2016
HMOX1	3162	Malignant neoplasm of kidney	C0740457	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms	Neoplastic Process	420	6	0.02	no reported evidence	1	2	0	2011	2011
HMOX1	3162	Post MI	C0856742	phenotype		Disease or Syndrome	46	1	0.02	no reported evidence	1	2	0	2006	2007
HMOX1	3162	Histiocytosis haematophagic	C0876991	disease		Disease or Syndrome	21	0	0.02	no reported evidence	1	2	0	2013	2015
HMOX1	3162	Tauopathies	C0949664	group	Nervous System Diseases	Disease or Syndrome	129	18	0.02	no reported evidence	1	2	0	2014	2015
HMOX1	3162	Malignant neoplasm of ovary	C1140680	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	2025	244	0.02	no reported evidence	1	2	0	2009	2014
HMOX1	3162	Renal carcinoma	C1378703	disease		Neoplastic Process	499	18	0.02	no reported evidence	1	2	0	2011	2011
HMOX1	3162	Tumor Angiogenesis	C1519670	phenotype		Neoplastic Process	510	2	0.02	no reported evidence	1	2	0	2004	2013
HMOX1	3162	Chronic Kidney Diseases	C1561643	group	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	379	120	0.02	no reported evidence	1	2	0	2008	2016
HMOX1	3162	Severe Sepsis	C1719672	disease	Bacterial Infections and Mycoses; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	102	16	0.02	no reported evidence	1	2	0	2010	2013
HMOX1	3162	Idiopathic pulmonary arterial hypertension	C3203102	disease	Respiratory Tract Diseases	Disease or Syndrome	296	20	0.02	no reported evidence	1	2	0	2011	2011
HMOX1	3162	Infection	C3714514	group	Bacterial Infections and Mycoses	Pathologic Function	491	0	0.02	no reported evidence		2	0	2002	2007
HMOX1	3162	Inflammatory dermatosis	C3875321	group		Disease or Syndrome	162	2	0.02	no reported evidence	1	2	0	2007	2016
IRF5	3663	Noninfiltrating Intraductal Carcinoma	C0007124	disease	Neoplasms	Neoplastic Process	286	3	0.02	no reported evidence	1	2	0	2012	2015
IRF5	3663	Diabetes Mellitus, Insulin-Dependent	C0011854	disease	Endocrine System Diseases; Immune System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	955	775	0.02	no reported evidence	1	2	0	2007	2012
IRF5	3663	Lupus Nephritis	C0024143	disease	Female Urogenital Diseases and Pregnancy Complications; Immune System Diseases; Male Urogenital Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	209	26	0.02	no reported evidence	1	2	0	2010	2015
IRF5	3663	Lymphoma	C0024299	group	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	1306	61	0.02	no reported evidence	1	2	0	2012	2015
IRF5	3663	Neoplasm Metastasis	C0027627	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	3919	129	0.02	no reported evidence	1	2	0	2012	2015
IRF5	3663	Obesity	C0028754	disease	Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	1960	811	0.02	no reported evidence	1	2	0	2015	2018
IRF5	3663	Psoriasis	C0033860	disease	Skin and Connective Tissue Diseases	Disease or Syndrome	817	636	0.02	no reported evidence	0	2	0	2008	2008
IRF5	3663	Hamman-Rich syndrome	C0085786	disease	Respiratory Tract Diseases	Disease or Syndrome	232	9	0.02	no reported evidence	1	2	1	2009	2009
IRF5	3663	Lung Diseases, Interstitial	C0206062	group	Respiratory Tract Diseases	Disease or Syndrome	150	121	0.02	no reported evidence	1	2	0	2012	2015
IRF5	3663	Splenic Marginal Zone B-Cell Lymphoma	C0349632	disease		Neoplastic Process	70	3	0.02	no reported evidence	0.5	2	0	2012	2013
IRF5	3663	Macrophage Activation Syndrome	C1096155	disease	Immune System Diseases	Disease or Syndrome	12	5	0.02	no reported evidence	1	2	1	2011	2012
PSEN1	5663	Ataxia	C0004134	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	207	27	0.02	no reported evidence	1	2	0	2007	2014
PSEN1	5663	Headache	C0018681	phenotype	Pathological Conditions, Signs and Symptoms	Sign or Symptom	85	16	0.02	no reported evidence	1	2	0	2008	2013
PSEN1	5663	Adult Neuronal Ceroid Lipofuscinosis	C0022797	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	15	8	0.02	no reported evidence	1	2	1	2011	2014
PSEN1	5663	Muscle Spasticity	C0026838	phenotype	Musculoskeletal Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	352	9	0.02	no reported evidence	1	2	0	2007	2008
PSEN1	5663	Ovarian Carcinoma	C0029925	disease		Neoplastic Process	2202	316	0.02	no reported evidence	1	2	0	2005	2007
PSEN1	5663	Psychiatric symptom	C0233401	phenotype		Sign or Symptom	39	8	0.02	no reported evidence	1	2	1	2004	2016
PSEN1	5663	Neurologic Symptoms	C0235031	group	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	119	11	0.02	no reported evidence	1	2	2	2008	2014
PSEN1	5663	Leukoencephalopathies	C0270612	group	Nervous System Diseases	Disease or Syndrome	85	6	0.02	no reported evidence	1	2	0	2006	2016
PSEN1	5663	Argyrophilic grain disease	C0338460	disease		Disease or Syndrome	8	5	0.02	no reported evidence	1	2	3	2009	2013
PSEN1	5663	Carcinogenesis	C0596263	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	4064	159	0.02	no reported evidence	1	2	0	2001	2016
PSEN1	5663	Tauopathies	C0949664	group	Nervous System Diseases	Disease or Syndrome	129	18	0.02	no reported evidence	1	2	0	2004	2006
PSEN1	5663	Malignant neoplasm of ovary	C1140680	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	2025	244	0.02	no reported evidence	1	2	0	2005	2007
PSEN1	5663	Mild cognitive disorder	C1270972	disease	Mental Disorders	Mental or Behavioral Dysfunction	149	40	0.02	no reported evidence	1	2	1	2003	2004
PSEN1	5663	Antley-Bixler Syndrome, Autosomal Dominant	C2936791	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	12	4	0.02	no reported evidence	1	2	0	2007	2008
PSEN2	5664	Adenocarcinoma	C0001418	group	Neoplasms	Neoplastic Process	1711	67	0.02	no reported evidence	1	2	0	1990	2008
PSEN2	5664	Dermatitis, Atopic	C0011615	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Immune System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	483	173	0.02	no reported evidence	1	2	0	2012	2013
PSEN2	5664	Eczema	C0013595	disease	Skin and Connective Tissue Diseases	Disease or Syndrome	453	75	0.02	no reported evidence	1	2	0	2012	2013
PSEN2	5664	Glioma	C0017638	disease	Neoplasms	Neoplastic Process	2210	180	0.02	no reported evidence	1	2	0	1999	2012
PSEN2	5664	Ulcer	C0041582	disease	Pathological Conditions, Signs and Symptoms	Disease or Syndrome	183	10	0.02	no reported evidence	1	2	0	1991	1993
PSEN2	5664	Carcinogenesis	C0596263	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	4064	159	0.02	no reported evidence	1	2	0	1994	2000
PSEN2	5664	Stomach Carcinoma	C0699791	disease		Neoplastic Process	2377	364	0.02	no reported evidence	1	2	0	1990	2000
PSEN2	5664	Mild cognitive disorder	C1270972	disease	Mental Disorders	Mental or Behavioral Dysfunction	149	40	0.02	no reported evidence	1	2	1	2004	2008
PSEN2	5664	Familial (FPAH)	C1611743	disease		Disease or Syndrome	115	20	0.02	no reported evidence	1	2	0	2017	2018
SLCO1A2	6579	Mammary Neoplasms	C1458155	group	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	2386	303	0.02	no reported evidence	1	2	0	2008	2012
SNCA	6622	Autoimmune Diseases	C0004364	group	Immune System Diseases	Disease or Syndrome	1059	141	0.02	no reported evidence	1	2	0	2005	2010
SNCA	6622	Malignant neoplasm of breast	C0006142	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	5053	1365	0.02	no reported evidence	1	2	0	2012	2013
SNCA	6622	Diabetes Mellitus, Insulin-Dependent	C0011854	disease	Endocrine System Diseases; Immune System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	955	775	0.02	no reported evidence	1	2	0	2007	2007
SNCA	6622	Medulloblastoma	C0025149	disease	Neoplasms	Neoplastic Process	589	66	0.02	no reported evidence	1	2	0	2003	2018
SNCA	6622	Movement Disorders	C0026650	group	Nervous System Diseases	Disease or Syndrome	168	6	0.02	no reported evidence	0.5	2	1	2005	2014
SNCA	6622	Neoplasms	C0027651	group	Neoplasms	Neoplastic Process	1235	103	0.02	no reported evidence	1	2	0	2017	2018
SNCA	6622	Tuberculosis	C0041296	disease	Bacterial Infections and Mycoses	Disease or Syndrome	601	124	0.02	no reported evidence	0.5	2	0	2012	2016
SNCA	6622	Lysosomal Storage Diseases	C0085078	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	78	4	0.02	no reported evidence	1	2	0	2008	2016
SNCA	6622	Essential Tremor	C0270736	disease	Nervous System Diseases	Disease or Syndrome	70	47	0.02	no reported evidence	0	2	0	2004	2012
SNCA	6622	Familial Alzheimer Disease (FAD)	C0276496	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	187	62	0.02	no reported evidence	1	2	0	2001	2013
SNCA	6622	Motor symptoms	C0426980	phenotype		Sign or Symptom	39	6	0.02	no reported evidence	1	2	1	2010	2016
SNCA	6622	Breast Carcinoma	C0678222	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	4962	1839	0.02	no reported evidence	1	2	0	2012	2013
SNCA	6622	Plaque, Amyloid	C2936349	phenotype	Pathological Conditions, Signs and Symptoms	Acquired Abnormality	234	23	0.02	no reported evidence	1	2	0	1998	2016
SNCA	6622	Sporadic Parkinson disease	C4511452	disease		Disease or Syndrome	9	2	0.02	no reported evidence	1	2	1	2018	2018
SORL1	6653	Arteriosclerosis	C0003850	disease	Cardiovascular Diseases	Disease or Syndrome	1086	121	0.02	no reported evidence	1	2	0	2014	2016
SORL1	6653	Atherosclerosis	C0004153	disease	Cardiovascular Diseases	Disease or Syndrome	1133	131	0.02	no reported evidence	1	2	0	2014	2016
SORL1	6653	Dementia	C0497327	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	435	107	0.02	no reported evidence	1	2	2	2009	2010
DYNLL1	8655	Non-Small Cell Lung Carcinoma	C0007131	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2242	362	0.02	no reported evidence	1	2	0	2004	2008
DYNLL1	8655	Neoplasm Metastasis	C0027627	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	3919	129	0.02	no reported evidence	1	2	0	2005	2008
DYNLL1	8655	Prostatic Intraepithelial Neoplasias	C0282612	disease	Neoplasms	Neoplastic Process	173	0	0.02	no reported evidence	1	2	0	2011	2015
DYNLL1	8655	Nasopharyngeal carcinoma	C2931822	disease	Neoplasms; Otorhinolaryngologic Diseases; Stomatognathic Diseases	Neoplastic Process	781	60	0.02	no reported evidence	0.5	2	0	2013	2015
DYNLL1	8655	Proliferative Inflammatory Atrophy	C3273239	disease		Disease or Syndrome	17	0	0.02	no reported evidence	1	2	0	2008	2012
MTHFD1L	25902	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.02	no reported evidence	1	2	2	2011	2012
TREM2	54209	Senile Plaques	C0333463	phenotype	Pathological Conditions, Signs and Symptoms	Acquired Abnormality	300	27	0.02	no reported evidence	1	2	0	2016	2016
TREM2	54209	Impaired cognition	C0338656	disease	Mental Disorders	Mental or Behavioral Dysfunction	670	121	0.02	no reported evidence	1	2	0	2015	2015
TREM2	54209	GRN-related frontotemporal dementia	C3811918	disease		Disease or Syndrome	65	12	0.02	no reported evidence	1	2	0	2013	2018
CTNNBL1	56259	melanoma	C0025202	disease	Neoplasms	Neoplastic Process	2453	389	0.02	no reported evidence	1	2	0	2005	2014
CTNNBL1	56259	Obesity	C0028754	disease	Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	1960	811	0.02	no reported evidence	1	2	1	2008	2015
CTNNBL1	56259	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.02	no reported evidence	1	2	0	2002	2010
KANSL1	284058	Fibroid Tumor	C0023267	group	Neoplasms	Neoplastic Process	309	4	0.02	no reported evidence	1	2	0	2016	2016
KANSL1	284058	Uterine Fibroids	C0042133	group	Neoplasms	Neoplastic Process	348	24	0.02	no reported evidence	1	2	0	2016	2016
